"Fap3","annee","Pourcentage","Horaire_atypique","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"C2Z71","2017-2019",NA,"Travail le samedi","Dessinateurs en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z71","2017-2019",NA,"Travail de nuit","Dessinateurs en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z71","2017-2019",NA,"Travail le dimanche","Dessinateurs en électricité et en électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"W0Z91","2017-2019",61.7,"Travail le samedi","Directeurs d'établissement scolaire et inspecteurs","W","Enseignement, formation","W0Z","Enseignants"
"W0Z91","2017-2019",3.59,"Travail de nuit","Directeurs d'établissement scolaire et inspecteurs","W","Enseignement, formation","W0Z","Enseignants"
"W0Z91","2017-2019",25.4,"Travail le dimanche","Directeurs d'établissement scolaire et inspecteurs","W","Enseignement, formation","W0Z","Enseignants"
"L6Z","2017-2019",58.41,"Travail le samedi","Dirigeants d'entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z","2017-2019",10.13,"Travail de nuit","Dirigeants d'entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z","2017-2019",26.52,"Travail le dimanche","Dirigeants d'entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z00","2017-2019",59.69,"Travail le samedi","Dirigeants de petites et moyennes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z00","2017-2019",11.16,"Travail de nuit","Dirigeants de petites et moyennes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"L6Z00","2017-2019",27.66,"Travail le dimanche","Dirigeants de petites et moyennes entreprises","L","Gestion, administration des entreprises","L6Z","Dirigeants d'entreprises"
"V4Z83","2017-2019",30.4,"Travail le samedi","Educateurs spécialisés","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z83","2017-2019",5.08,"Travail de nuit","Educateurs spécialisés","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"V4Z83","2017-2019",22.17,"Travail le dimanche","Educateurs spécialisés","V","Santé, action sociale, culturelle et sportive","V4Z","Professionnels de l'action sociale et de l'orientation"
"L2Z","2017-2019",25.25,"Travail le samedi","Employés administratifs d'entreprise","L","Gestion, administration des entreprises","L2Z","Employés administratifs d'entreprise"
"L2Z","2017-2019",2.57,"Travail de nuit","Employés administratifs d'entreprise","L","Gestion, administration des entreprises","L2Z","Employés administratifs d'entreprise"
"L2Z","2017-2019",10.76,"Travail le dimanche","Employés administratifs d'entreprise","L","Gestion, administration des entreprises","L2Z","Employés administratifs d'entreprise"
"P0Z","2017-2019",27.57,"Travail le samedi","Employés administratifs de la fonction publique (catégorie C et assimilés)","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z","2017-2019",2.11,"Travail de nuit","Employés administratifs de la fonction publique (catégorie C et assimilés)","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z","2017-2019",5.02,"Travail le dimanche","Employés administratifs de la fonction publique (catégorie C et assimilés)","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"S2Z60","2017-2019",69.84,"Travail le samedi","Employés de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z60","2017-2019",13.63,"Travail de nuit","Employés de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z60","2017-2019",61.77,"Travail le dimanche","Employés de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"P0Z62","2017-2019",80.49,"Travail le samedi","Employés de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z62","2017-2019",4.14,"Travail de nuit","Employés de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z62","2017-2019",1.54,"Travail le dimanche","Employés de la Poste et des télécommunications","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"Q0Z","2017-2019",30.79,"Travail le samedi","Employés de la banque et des assurances","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"Q0Z","2017-2019",0.4,"Travail de nuit","Employés de la banque et des assurances","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"Q0Z","2017-2019",1,"Travail le dimanche","Employés de la banque et des assurances","Q","Banque et assurances","Q0Z","Employés de la banque et des assurances"
"L1Z","2017-2019",8.29,"Travail le samedi","Employés de la comptabilité","L","Gestion, administration des entreprises","L1Z","Employés de la comptabilité"
"L1Z","2017-2019",0.5,"Travail de nuit","Employés de la comptabilité","L","Gestion, administration des entreprises","L1Z","Employés de la comptabilité"
"L1Z","2017-2019",2.05,"Travail le dimanche","Employés de la comptabilité","L","Gestion, administration des entreprises","L1Z","Employés de la comptabilité"
"R0Z60","2017-2019",68.79,"Travail le samedi","Employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z60","2017-2019",7.85,"Travail de nuit","Employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"R0Z60","2017-2019",15.22,"Travail le dimanche","Employés de libre service","R","Commerce","R0Z","Caissiers, employés de libre service"
"T1Z","2017-2019",19.5,"Travail le samedi","Employés de maison","T","Services aux particuliers et aux collectivités","T1Z","Employés de maison"
"T1Z","2017-2019",0.42,"Travail de nuit","Employés de maison","T","Services aux particuliers et aux collectivités","T1Z","Employés de maison"
"T1Z","2017-2019",5.63,"Travail le dimanche","Employés de maison","T","Services aux particuliers et aux collectivités","T1Z","Employés de maison"
"T1Z60","2017-2019",19.5,"Travail le samedi","Employés de maison et personnels de ménage","T","Services aux particuliers et aux collectivités","T1Z","Employés de maison"
"T1Z60","2017-2019",0.42,"Travail de nuit","Employés de maison et personnels de ménage","T","Services aux particuliers et aux collectivités","T1Z","Employés de maison"
"T1Z60","2017-2019",5.63,"Travail le dimanche","Employés de maison et personnels de ménage","T","Services aux particuliers et aux collectivités","T1Z","Employés de maison"
"P0Z61","2017-2019",14.34,"Travail le samedi","Employés des services au public","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z61","2017-2019",1.49,"Travail de nuit","Employés des services au public","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z61","2017-2019",5.9,"Travail le dimanche","Employés des services au public","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"T6Z","2017-2019",59.9,"Travail le samedi","Employés des services divers","T","Services aux particuliers et aux collectivités","T6Z","Employés des services divers"
"T6Z","2017-2019",11.1,"Travail de nuit","Employés des services divers","T","Services aux particuliers et aux collectivités","T6Z","Employés des services divers"
"T6Z","2017-2019",26.93,"Travail le dimanche","Employés des services divers","T","Services aux particuliers et aux collectivités","T6Z","Employés des services divers"
"J5Z62","2017-2019",50.83,"Travail le samedi","Employés des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z62","2017-2019",7.51,"Travail de nuit","Employés des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z62","2017-2019",36.66,"Travail le dimanche","Employés des transports et du tourisme","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"S2Z","2017-2019",71.64,"Travail le samedi","Employés et agents de maîtrise de l'hôtellerie et de la restauration","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z","2017-2019",18.6,"Travail de nuit","Employés et agents de maîtrise de l'hôtellerie et de la restauration","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z","2017-2019",54.81,"Travail le dimanche","Employés et agents de maîtrise de l'hôtellerie et de la restauration","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"M0Z","2017-2019",12.11,"Travail le samedi","Employés et opérateurs de l'informatique","M","Informatique et télécommunications","M0Z","Employés et opérateurs de l'informatique"
"M0Z","2017-2019",3.45,"Travail de nuit","Employés et opérateurs de l'informatique","M","Informatique et télécommunications","M0Z","Employés et opérateurs de l'informatique"
"M0Z","2017-2019",6.03,"Travail le dimanche","Employés et opérateurs de l'informatique","M","Informatique et télécommunications","M0Z","Employés et opérateurs de l'informatique"
"M0Z60","2017-2019",12.11,"Travail le samedi","Employés et opérateurs en informatique","M","Informatique et télécommunications","M0Z","Employés et opérateurs de l'informatique"
"M0Z60","2017-2019",3.45,"Travail de nuit","Employés et opérateurs en informatique","M","Informatique et télécommunications","M0Z","Employés et opérateurs de l'informatique"
"M0Z60","2017-2019",6.03,"Travail le dimanche","Employés et opérateurs en informatique","M","Informatique et télécommunications","M0Z","Employés et opérateurs de l'informatique"
"W0Z","2017-2019",58.51,"Travail le samedi","Enseignants","W","Enseignement, formation","W0Z","Enseignants"
"W0Z","2017-2019",5.31,"Travail de nuit","Enseignants","W","Enseignement, formation","W0Z","Enseignants"
"W0Z","2017-2019",45.16,"Travail le dimanche","Enseignants","W","Enseignement, formation","W0Z","Enseignants"
"W","2017-2019",56.05,"Travail le samedi","Enseignement, formation","W","Enseignement, formation",NA,NA
"W","2017-2019",5.15,"Travail de nuit","Enseignement, formation","W","Enseignement, formation",NA,NA
"W","2017-2019",41.05,"Travail le dimanche","Enseignement, formation","W","Enseignement, formation",NA,NA
"V5Z00","2017-2019",NA,"Travail le samedi","Exploitants d'équipements sportifs et culturels","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z00","2017-2019",NA,"Travail de nuit","Exploitants d'équipements sportifs et culturels","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"V5Z00","2017-2019",NA,"Travail le dimanche","Exploitants d'équipements sportifs et culturels","V","Santé, action sociale, culturelle et sportive","V5Z","Professionnels de l'action culturelle, sportive et surveillants"
"F0Z20","2017-2019",18.53,"Travail le samedi","F0Z20","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z20","2017-2019",4.91,"Travail de nuit","F0Z20","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z20","2017-2019",1.25,"Travail le dimanche","F0Z20","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F2Z20","2017-2019",6.51,"Travail le samedi","F2Z20","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z20","2017-2019",3.78,"Travail de nuit","F2Z20","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z20","2017-2019",1.58,"Travail le dimanche","F2Z20","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F5Z70","2017-2019",13.48,"Travail le samedi","F5Z70","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","2017-2019",6.17,"Travail de nuit","F5Z70","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"F5Z70","2017-2019",4.79,"Travail le dimanche","F5Z70","F","Matériaux souples, bois, industries graphiques","F5Z","Techniciens et agents de maîtrise des matériaux souples, du bois et des industries graphiques"
"W1Z","2017-2019",39.84,"Travail le samedi","Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2017-2019",4.07,"Travail de nuit","Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"W1Z","2017-2019",13.93,"Travail le dimanche","Formateurs","W","Enseignement, formation","W1Z","Formateurs"
"L","2017-2019",20.51,"Travail le samedi","Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2017-2019",2.92,"Travail de nuit","Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"L","2017-2019",9.22,"Travail le dimanche","Gestion, administration des entreprises","L","Gestion, administration des entreprises",NA,NA
"U1Z82","2017-2019",36.1,"Travail le samedi","Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2017-2019",11.37,"Travail de nuit","Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"U1Z82","2017-2019",20.67,"Travail le dimanche","Graphistes, dessinateurs, stylistes, décorateurs et créateurs de supports de communication visuelle","U","Communication, information, art et spectacle","U1Z","Professionnels des arts et des spectacles"
"B6Z70","2017-2019",NA,"Travail le samedi","Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2017-2019",NA,"Travail de nuit","Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"B6Z70","2017-2019",NA,"Travail le dimanche","Géomètres","B","Bâtiment, travaux publics","B6Z","Techniciens et agents de maîtrise du bâtiment et des travaux publics"
"S","2017-2019",69.93,"Travail le samedi","Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2017-2019",16.95,"Travail de nuit","Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","2017-2019",49.41,"Travail le dimanche","Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"E","2017-2019",32.64,"Travail le samedi","Industries de process","E","Industries de process",NA,NA
"E","2017-2019",28.48,"Travail de nuit","Industries de process","E","Industries de process",NA,NA
"E","2017-2019",18.82,"Travail le dimanche","Industries de process","E","Industries de process",NA,NA
"V1Z80","2017-2019",62.54,"Travail le samedi","Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2017-2019",21.23,"Travail de nuit","Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","2017-2019",57.14,"Travail le dimanche","Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2017-2019",62.91,"Travail le samedi","Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2017-2019",22.44,"Travail de nuit","Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","2017-2019",57.42,"Travail le dimanche","Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"M","2017-2019",13.61,"Travail le samedi","Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","2017-2019",4.85,"Travail de nuit","Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","2017-2019",8.28,"Travail le dimanche","Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M2Z","2017-2019",13.53,"Travail le samedi","Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","2017-2019",5.42,"Travail de nuit","Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","2017-2019",9.09,"Travail le dimanche","Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"H0Z92","2017-2019",13.31,"Travail le samedi","Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","2017-2019",3.56,"Travail de nuit","Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","2017-2019",8.91,"Travail le dimanche","Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"B7Z91","2017-2019",18.65,"Travail le samedi","Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","2017-2019",4.42,"Travail de nuit","Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","2017-2019",7.36,"Travail le dimanche","Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"M2Z91","2017-2019",20.45,"Travail le samedi","Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","2017-2019",8.27,"Travail de nuit","Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","2017-2019",11.23,"Travail le dimanche","Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"N0Z90","2017-2019",21.61,"Travail le samedi","Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","2017-2019",6.38,"Travail de nuit","Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","2017-2019",13.54,"Travail le dimanche","Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"M2Z90","2017-2019",12.86,"Travail le samedi","Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","2017-2019",5.14,"Travail de nuit","Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","2017-2019",8.92,"Travail le dimanche","Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"H0Z90","2017-2019",20.1,"Travail le samedi","Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","2017-2019",8.06,"Travail de nuit","Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","2017-2019",12.58,"Travail le dimanche","Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H","2017-2019",18.83,"Travail le samedi","Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","2017-2019",7.08,"Travail de nuit","Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","2017-2019",12.68,"Travail le dimanche","Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"J6Z92","2017-2019",19.92,"Travail le samedi","Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","2017-2019",7.4,"Travail de nuit","Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","2017-2019",8.82,"Travail le dimanche","Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"M2Z92","2017-2019",16.65,"Travail le samedi","Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","2017-2019",6.79,"Travail de nuit","Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","2017-2019",9.64,"Travail le dimanche","Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"R4Z91","2017-2019",19.37,"Travail le samedi","Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z91","2017-2019",4.58,"Travail de nuit","Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z91","2017-2019",10.36,"Travail le dimanche","Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"H0Z","2017-2019",18.83,"Travail le samedi","Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","2017-2019",7.08,"Travail de nuit","Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","2017-2019",12.68,"Travail le dimanche","Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"A2Z90","2017-2019",NA,"Travail le samedi","Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","2017-2019",NA,"Travail de nuit","Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","2017-2019",NA,"Travail le dimanche","Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"R3Z81","2017-2019",60.43,"Travail le samedi","Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","2017-2019",6.57,"Travail de nuit","Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","2017-2019",25.6,"Travail le dimanche","Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"U0Z81","2017-2019",51.42,"Travail le samedi","Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81","2017-2019",10.5,"Travail de nuit","Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81","2017-2019",38.43,"Travail le dimanche","Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"A1Z41","2017-2019",10.54,"Travail le samedi","Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41","2017-2019",0.84,"Travail de nuit","Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41","2017-2019",3.42,"Travail le dimanche","Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"U0Z92","2017-2019",51.25,"Travail le samedi","Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","2017-2019",8.4,"Travail de nuit","Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","2017-2019",40.94,"Travail le dimanche","Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"L5Z91","2017-2019",12.93,"Travail le samedi","Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","2017-2019",2.29,"Travail de nuit","Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","2017-2019",7.11,"Travail le dimanche","Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L1Z60","2017-2019",8.29,"Travail le samedi","L1Z60","L","Gestion, administration des entreprises","L1Z","Employés de la comptabilité"
"L1Z60","2017-2019",0.5,"Travail de nuit","L1Z60","L","Gestion, administration des entreprises","L1Z","Employés de la comptabilité"
"L1Z60","2017-2019",2.05,"Travail le dimanche","L1Z60","L","Gestion, administration des entreprises","L1Z","Employés de la comptabilité"
"L3Z80","2017-2019",7.65,"Travail le samedi","L3Z80","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z80","2017-2019",0.69,"Travail de nuit","L3Z80","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z80","2017-2019",3.45,"Travail le dimanche","L3Z80","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"P3Z91","2017-2019",NA,"Travail le samedi","Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z91","2017-2019",NA,"Travail de nuit","Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z91","2017-2019",NA,"Travail le dimanche","Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"G","2017-2019",28.47,"Travail le samedi","Maintenance","G","Maintenance",NA,NA
"G","2017-2019",10.26,"Travail de nuit","Maintenance","G","Maintenance",NA,NA
"G","2017-2019",12.06,"Travail le dimanche","Maintenance","G","Maintenance",NA,NA
"G0A42","2017-2019",NA,"Travail le samedi","Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42","2017-2019",NA,"Travail de nuit","Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42","2017-2019",NA,"Travail le dimanche","Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"A1Z00","2017-2019",86.37,"Travail le samedi","Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","2017-2019",4.77,"Travail de nuit","Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","2017-2019",47.69,"Travail le dimanche","Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","2017-2019",27.92,"Travail le samedi","Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","2017-2019",0.96,"Travail de nuit","Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","2017-2019",4.3,"Travail le dimanche","Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
