"fap","tr_age","annee_2017_2019","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"F4Z","15-24 ans",1.80244,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","25-29 ans",4.00684,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","30-34 ans",5.13063,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","35-39 ans",5.48301,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","40-44 ans",6.22667,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","45-49 ans",9.93005,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","50-54 ans",8.1188,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","55-59 ans",5.74671,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","60 ans ou plus",3.29364,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"J0Z20","15-24 ans",84.50656,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","25-29 ans",49.61655,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","30-34 ans",45.10225,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","35-39 ans",38.94424,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","40-44 ans",43.40907,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","45-49 ans",40.13698,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","50-54 ans",35.89953,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","55-59 ans",27.3568,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","60 ans ou plus",10.65754,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"F4Z20","15-24 ans",0.41479,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","25-29 ans",1.01818,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","30-34 ans",0.52551,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","35-39 ans",0.87099,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","40-44 ans",1.0463,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","45-49 ans",0.92622,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","50-54 ans",1.18734,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","55-59 ans",0.56637,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","60 ans ou plus",0.18594,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"C0Z","15-24 ans",5.12036,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","25-29 ans",2.18419,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","30-34 ans",3.44929,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","35-39 ans",1.90583,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","40-44 ans",3.1086,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","45-49 ans",4.97449,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","50-54 ans",4.92117,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","55-59 ans",2.46123,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","60 ans ou plus",0.45591,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"J0Z","15-24 ans",84.50656,"Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z","25-29 ans",49.61655,"Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z","30-34 ans",45.10225,"Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z","35-39 ans",38.94424,"Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z","40-44 ans",43.40907,"Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z","45-49 ans",40.13698,"Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z","50-54 ans",35.89953,"Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z","55-59 ans",27.3568,"Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z","60 ans ou plus",10.65754,"Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"D3Z","15-24 ans",45.54984,"Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z","25-29 ans",20.7113,"Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z","30-34 ans",16.39531,"Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z","35-39 ans",14.13705,"Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z","40-44 ans",17.01093,"Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z","45-49 ans",16.48598,"Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z","50-54 ans",13.94683,"Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z","55-59 ans",14.06215,"Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z","60 ans ou plus",3.83402,"Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"E0Z21","15-24 ans",19.42783,"Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z21","25-29 ans",11.53184,"Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z21","30-34 ans",12.17692,"Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z21","35-39 ans",11.06594,"Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z21","40-44 ans",10.90809,"Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z21","45-49 ans",11.6706,"Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z21","50-54 ans",9.60573,"Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z21","55-59 ans",9.54494,"Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z21","60 ans ou plus",1.99112,"Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","15-24 ans",6.61005,"Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","25-29 ans",6.11832,"Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","30-34 ans",6.15032,"Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","35-39 ans",6.14824,"Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","40-44 ans",3.94788,"Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","45-49 ans",5.03118,"Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","50-54 ans",6.89299,"Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","55-59 ans",4.00494,"Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","60 ans ou plus",0.61764,"Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","15-24 ans",33.56869,"Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","25-29 ans",22.19302,"Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","30-34 ans",25.32698,"Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","35-39 ans",21.93352,"Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","40-44 ans",22.26018,"Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","45-49 ans",21.51525,"Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","50-54 ans",23.47884,"Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","55-59 ans",17.42886,"Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","60 ans ou plus",3.04916,"Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"B0Z20","15-24 ans",11.79074,"Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z20","25-29 ans",10.84657,"Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z20","30-34 ans",9.00455,"Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z20","35-39 ans",10.22219,"Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z20","40-44 ans",11.66268,"Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z20","45-49 ans",11.95651,"Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z20","50-54 ans",12.19171,"Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z20","55-59 ans",11.9026,"Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z20","60 ans ou plus",3.18454,"Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"K0Z20","15-24 ans",4.82658,"Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z20","25-29 ans",5.94074,"Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z20","30-34 ans",3.83833,"Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z20","35-39 ans",5.9583,"Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z20","40-44 ans",4.235,"Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z20","45-49 ans",4.88281,"Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z20","50-54 ans",8.91082,"Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z20","55-59 ans",3.70787,"Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z20","60 ans ou plus",2.06117,"Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"B0Z21","15-24 ans",21.77101,"Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z21","25-29 ans",9.98307,"Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z21","30-34 ans",13.19508,"Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z21","35-39 ans",10.56435,"Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z21","40-44 ans",10.22821,"Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z21","45-49 ans",9.70557,"Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z21","50-54 ans",7.64433,"Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z21","55-59 ans",2.82331,"Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z21","60 ans ou plus",1.18072,"Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","15-24 ans",33.56175,"Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","25-29 ans",20.82963,"Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","30-34 ans",22.19963,"Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","35-39 ans",20.78654,"Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","40-44 ans",21.89089,"Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","45-49 ans",21.66208,"Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","50-54 ans",19.83603,"Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","55-59 ans",14.72591,"Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","60 ans ou plus",4.36526,"Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"E0Z23","15-24 ans",0.28828,"Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z23","25-29 ans",0.15168,"Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z23","30-34 ans",1.21446,"Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z23","35-39 ans",0.43449,"Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z23","40-44 ans",0.25108,"Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z23","45-49 ans",0,"Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z23","50-54 ans",0.09144,"Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z23","55-59 ans",0.47605,"Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z23","60 ans ou plus",0,"Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"B3Z","15-24 ans",29.35667,"Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z","25-29 ans",9.79907,"Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z","30-34 ans",10.54923,"Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z","35-39 ans",12.32705,"Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z","40-44 ans",10.19182,"Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z","45-49 ans",12.09825,"Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z","50-54 ans",14.15045,"Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z","55-59 ans",16.72057,"Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z","60 ans ou plus",4.07102,"Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"F0Z","15-24 ans",1.18448,"Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z","25-29 ans",2.15791,"Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z","30-34 ans",1.93873,"Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z","35-39 ans",1.54492,"Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z","40-44 ans",1.78091,"Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z","45-49 ans",1.97301,"Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z","50-54 ans",1.77691,"Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z","55-59 ans",4.53458,"Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z","60 ans ou plus",0.56984,"Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F2Z","15-24 ans",6.79972,"Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z","25-29 ans",2.46821,"Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z","30-34 ans",4.462,"Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z","35-39 ans",2.45978,"Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z","40-44 ans",1.55914,"Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z","45-49 ans",2.01728,"Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z","50-54 ans",1.99937,"Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z","55-59 ans",3.85668,"Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z","60 ans ou plus",0.90484,"Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"E0Z22","15-24 ans",2.50863,"Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z22","25-29 ans",2.33199,"Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z22","30-34 ans",3.54733,"Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z22","35-39 ans",2.19254,"Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z22","40-44 ans",4.06135,"Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
