"Fap","diplome","Milliers","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"A1Z00","Bac + 2",0.43501,0.441674873846341,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","Bac, brevet professionnel ou équivalent",0.24141,0.245108690134124,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","CAP, BEP ou autre diplôme équivalent",0,0,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","Aucun diplôme, CEP ou brevet des collèges",0.03604,0.036592175934857,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","En cours d'études initiales",0.1289,0.130874902275335,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","Diplôme supérieur (bac +3 ou plus)",0.63446,0.0609024692732711,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","Bac + 2",0.81607,0.0783354003401922,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","Bac, brevet professionnel ou équivalent",3.27983,0.314834261886569,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","CAP, BEP ou autre diplôme équivalent",2.3688,0.227383553280781,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","Aucun diplôme, CEP ou brevet des collèges",1.93988,0.186211080436644,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","En cours d'études initiales",1.3786,0.132333234782542,"Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","Diplôme supérieur (bac +3 ou plus)",2.27163,0.030441190422971,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","Bac + 2",8.9319,0.119692761910582,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","Bac, brevet professionnel ou équivalent",22.71156,0.30434838541608,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","CAP, BEP ou autre diplôme équivalent",12.99113,0.174088853439852,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","Aucun diplôme, CEP ou brevet des collèges",14.46743,0.193872149760746,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","En cours d'études initiales",13.24991,0.177556659049769,"Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A3Z41","Diplôme supérieur (bac +3 ou plus)",0,0,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41","Bac + 2",0.02821,0.0504967331960977,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41","Bac, brevet professionnel ou équivalent",0.03616,0.0647274680032221,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41","CAP, BEP ou autre diplôme équivalent",0.18825,0.336973060055491,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41","Aucun diplôme, CEP ou brevet des collèges",0.12487,0.223520988096304,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41","En cours d'études initiales",0.18116,0.324281750648886,"Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","Diplôme supérieur (bac +3 ou plus)",0.47554,0.0902637263350505,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","Bac + 2",0.85145,0.161616372519617,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","Bac, brevet professionnel ou équivalent",1.41235,0.268082545925282,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","CAP, BEP ou autre diplôme équivalent",1.56628,0.297300477949411,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","Aucun diplôme, CEP ou brevet des collèges",0.42546,0.0807578857856554,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","En cours d'études initiales",0.53726,0.101978991484984,"Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","Diplôme supérieur (bac +3 ou plus)",0,0,"Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","Bac + 2",0.10066,0.217859925547572,"Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","Bac, brevet professionnel ou équivalent",0,0,"Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","CAP, BEP ou autre diplôme équivalent",0.31685,0.685763137390702,"Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","Aucun diplôme, CEP ou brevet des collèges",0.04453,0.0963769370617263,"Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"F","Diplôme supérieur (bac +3 ou plus)",2.1871,0.0520759173585598,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F","Bac + 2",3.75647,0.089443382232138,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F","Bac, brevet professionnel ou équivalent",13.82709,0.329229754537684,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F","CAP, BEP ou autre diplôme équivalent",14.27877,0.339984475562106,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F","Aucun diplôme, CEP ou brevet des collèges",3.49314,0.0831733665410267,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F","En cours d'études initiales",4.45573,0.106093103768486,"Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"B2Z40","Diplôme supérieur (bac +3 ou plus)",0.09862,0.00231371237050179,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40","Bac + 2",1.0387,0.0243688201099189,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40","Bac, brevet professionnel ou équivalent",10.49526,0.246228076390515,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40","CAP, BEP ou autre diplôme équivalent",15.94356,0.374050010158563,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40","Aucun diplôme, CEP ou brevet des collèges",11.91866,0.279622298537871,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40","En cours d'études initiales",3.12934,0.0734170824326309,"Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"S2Z80","Diplôme supérieur (bac +3 ou plus)",1.42489,0.0893618569134101,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80","Bac + 2",3.32355,0.208436159664651,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80","Bac, brevet professionnel ou équivalent",7.75784,0.486532285325274,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80","CAP, BEP ou autre diplôme équivalent",1.51164,0.0948023758918845,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80","Aucun diplôme, CEP ou brevet des collèges",1.12062,0.0702795893678148,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80","En cours d'études initiales",0.80663,0.0505877328369657,"Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","Diplôme supérieur (bac +3 ou plus)",1.54332,0.353940005504082,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","Bac + 2",0.85498,0.196078341436565,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","Bac, brevet professionnel ou équivalent",1.29739,0.297539216585634,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","CAP, BEP ou autre diplôme équivalent",0.5298,0.121502614439042,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","Aucun diplôme, CEP ou brevet des collèges",0.08684,0.0199156040730208,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","En cours d'études initiales",0.04807,0.0110242179616549,"Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"R3Z80","Diplôme supérieur (bac +3 ou plus)",20.6473,0.328508845760123,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80","Bac + 2",9.6787,0.153992946557589,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80","Bac, brevet professionnel ou équivalent",12.95465,0.206114945718151,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80","CAP, BEP ou autre diplôme équivalent",9.00227,0.143230607726966,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80","Aucun diplôme, CEP ou brevet des collèges",4.05041,0.0644440442070032,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80","En cours d'études initiales",6.51825,0.103708610030169,"Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","Diplôme supérieur (bac +3 ou plus)",25.55643,0.336333028845376,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","Bac + 2",11.89551,0.156549757065461,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","Bac, brevet professionnel ou équivalent",15.10738,0.198819274574659,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","CAP, BEP ou autre diplôme équivalent",8.28419,0.109023314846032,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","Aucun diplôme, CEP ou brevet des collèges",5.16691,0.0679986402667141,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","En cours d'études initiales",9.97507,0.131275984401759,"Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"B4Z42","Diplôme supérieur (bac +3 ou plus)",0.02707,0.00236130289488582,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42","Bac + 2",0.64509,0.0562708860163241,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42","Bac, brevet professionnel ou équivalent",3.04837,0.265907828063653,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42","CAP, BEP ou autre diplôme équivalent",5.46821,0.476989290832789,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42","Aucun diplôme, CEP ou brevet des collèges",1.89645,0.165426408385896,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42","En cours d'études initiales",0.37882,0.0330442838064517,"Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"D4Z40","Diplôme supérieur (bac +3 ou plus)",0.17371,0.0107366712548821,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40","Bac + 2",0.77737,0.0480477009579625,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40","Bac, brevet professionnel ou équivalent",6.3586,0.393012479657435,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40","CAP, BEP ou autre diplôme équivalent",6.19246,0.382743695118341,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40","Aucun diplôme, CEP ou brevet des collèges",1.53853,0.0950934939023297,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40","En cours d'études initiales",1.13846,0.0703659591090497,"Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"G0B41","Diplôme supérieur (bac +3 ou plus)",0.25952,0.00726735068775483,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41","Bac + 2",3.15728,0.088413459384381,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41","Bac, brevet professionnel ou équivalent",15.35946,0.430111676150365,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41","CAP, BEP ou autre diplôme équivalent",10.53284,0.294951610735248,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41","Aucun diplôme, CEP ou brevet des collèges",1.44063,0.0403420292127784,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41","En cours d'études initiales",4.96067,0.138913873829473,"Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"D","Diplôme supérieur (bac +3 ou plus)",14.84524,0.0836370161476833,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D","Bac + 2",23.47973,0.132283112779129,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D","Bac, brevet professionnel ou équivalent",48.28944,0.272059237374578,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D","CAP, BEP ou autre diplôme équivalent",36.04996,0.203102885951547,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D","Aucun diplôme, CEP ou brevet des collèges",20.43029,0.11510278679441,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D","En cours d'études initiales",34.40139,0.193814960952652,"Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"V2Z90","Diplôme supérieur (bac +3 ou plus)",7.23436,0.162312704072715,"Médecins","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z90","Bac + 2",0.1826,0.00409687930427541,"Médecins","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z90","Bac, brevet professionnel ou équivalent",0.54819,0.0122993880931585,"Médecins","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z90","CAP, BEP ou autre diplôme équivalent",NA,NA,"Médecins","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z90","Aucun diplôme, CEP ou brevet des collèges",0,0,"Médecins","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z90","En cours d'études initiales",36.60536,0.821291028529851,"Médecins","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z","Diplôme supérieur (bac +3 ou plus)",18.0801,0.281871579519773,"Médecins et assimilés","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z","Bac + 2",0.56938,0.00887672302404127,"Médecins et assimilés","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z","Bac, brevet professionnel ou équivalent",0.68121,0.0106201701696708,"Médecins et assimilés","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z","CAP, BEP ou autre diplôme équivalent",0,0,"Médecins et assimilés","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z","Aucun diplôme, CEP ou brevet des collèges",0.16384,0.00255429115925906,"Médecins et assimilés","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z","En cours d'études initiales",44.64851,0.696077236127256,"Médecins et assimilés","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"ZZZ","Diplôme supérieur (bac +3 ou plus)",1.48367,0.0683631313592084,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZ","Bac + 2",0.67446,0.0310771246817228,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZ","Bac, brevet professionnel ou équivalent",1.82547,0.0841122658018927,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZ","CAP, BEP ou autre diplôme équivalent",0.91639,0.0422245445053583,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZ","Aucun diplôme, CEP ou brevet des collèges",14.15512,0.652226120340343,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZ","En cours d'études initiales",2.64767,0.121996813311474,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"Z","Diplôme supérieur (bac +3 ou plus)",1.48367,0.0683631313592084,"Non renseigné ou autre","Z","Non renseigné ou autre",NA,NA
"Z","Bac + 2",0.67446,0.0310771246817228,"Non renseigné ou autre","Z","Non renseigné ou autre",NA,NA
"Z","Bac, brevet professionnel ou équivalent",1.82547,0.0841122658018927,"Non renseigné ou autre","Z","Non renseigné ou autre",NA,NA
"Z","CAP, BEP ou autre diplôme équivalent",0.91639,0.0422245445053583,"Non renseigné ou autre","Z","Non renseigné ou autre",NA,NA
"Z","Aucun diplôme, CEP ou brevet des collèges",14.15512,0.652226120340343,"Non renseigné ou autre","Z","Non renseigné ou autre",NA,NA
"Z","En cours d'études initiales",2.64767,0.121996813311474,"Non renseigné ou autre","Z","Non renseigné ou autre",NA,NA
"ZZZZZ","Diplôme supérieur (bac +3 ou plus)",1.56182,0.0698708671562367,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZZZ","Bac + 2",0.64801,0.0289899096092462,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZZZ","Bac, brevet professionnel ou équivalent",2.26048,0.101126696923672,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZZZ","CAP, BEP ou autre diplôme équivalent",0.6027,0.0269628840935984,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZZZ","Aucun diplôme, CEP ou brevet des collèges",15.32996,0.685813729284054,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZZZ","En cours d'études initiales",1.94998,0.0872359129331923,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"T4Z62","Diplôme supérieur (bac +3 ou plus)",0.3997,0.0382904653196828,"Ouvriers de l'assainissement et du traitement des déchets","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z62","Bac + 2",0.38624,0.0370010240807462,"Ouvriers de l'assainissement et du traitement des déchets","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z62","Bac, brevet professionnel ou équivalent",1.8287,0.175185824193405,"Ouvriers de l'assainissement et du traitement des déchets","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z62","CAP, BEP ou autre diplôme équivalent",3.36165,0.322039386394575,"Ouvriers de l'assainissement et du traitement des déchets","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z62","Aucun diplôme, CEP ou brevet des collèges",3.88007,0.371702991676111,"Ouvriers de l'assainissement et du traitement des déchets","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z62","En cours d'études initiales",0.58227,0.0557803083354808,"Ouvriers de l'assainissement et du traitement des déchets","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"F4Z","Diplôme supérieur (bac +3 ou plus)",0.4307,0.0741398690717799,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","Bac + 2",0.84164,0.144878289773793,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","Bac, brevet professionnel ou équivalent",2.43145,0.418545123414393,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","CAP, BEP ou autre diplôme équivalent",1.00559,0.173100327234481,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","Aucun diplôme, CEP ou brevet des collèges",0.87628,0.150841152705408,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","En cours d'études initiales",0.22363,0.0384952378001443,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"J0Z20","Diplôme supérieur (bac +3 ou plus)",5.17882,0.0390064466437812,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","Bac + 2",9.38806,0.0707100964077949,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","Bac, brevet professionnel ou équivalent",43.17748,0.325209231028097,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","CAP, BEP ou autre diplôme équivalent",30.4588,0.229413178491163,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","Aucun diplôme, CEP ou brevet des collèges",32.51826,0.244924861964425,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","En cours d'études initiales",12.04689,0.0907361854647393,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"F4Z20","Diplôme supérieur (bac +3 ou plus)",0.0404,0.0318689900527732,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","Bac + 2",0,0,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","Bac, brevet professionnel ou équivalent",0.58913,0.464727180935402,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","CAP, BEP ou autre diplôme équivalent",0.44066,0.347608642491461,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","Aucun diplôme, CEP ou brevet des collèges",0.1975,0.155795186520364,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","En cours d'études initiales",0,0,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"C0Z","Diplôme supérieur (bac +3 ou plus)",0.31692,0.0433866562621927,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","Bac + 2",0.8325,0.113970059757275,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","Bac, brevet professionnel ou équivalent",1.9436,0.26608073050359,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","CAP, BEP ou autre diplôme équivalent",1.5203,0.208130548767549,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
