"Fap","Age","Annee","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"S","50 ans et plus","1982-1984",18.6996357266892,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","Moins de 30 ans","2017-2019",32.3731175789833,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","30-49 ans","2017-2019",43.0051615931342,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"S","50 ans et plus","2017-2019",24.6217208278825,"Hôtellerie, restauration, alimentation","S","Hôtellerie, restauration, alimentation",NA,NA
"E","Moins de 30 ans","1982-1984",31.6041188707706,"Industries de process","E","Industries de process",NA,NA
"E","30-49 ans","1982-1984",53.1842772400593,"Industries de process","E","Industries de process",NA,NA
"E","50 ans et plus","1982-1984",15.21160388917,"Industries de process","E","Industries de process",NA,NA
"E","Moins de 30 ans","2017-2019",20.7694648734822,"Industries de process","E","Industries de process",NA,NA
"E","30-49 ans","2017-2019",53.5761186477266,"Industries de process","E","Industries de process",NA,NA
"E","50 ans et plus","2017-2019",25.6544164787912,"Industries de process","E","Industries de process",NA,NA
"V1Z80","Moins de 30 ans","2003-2005",20.0897782584938,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","30-49 ans","2003-2005",59.3746267114693,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","50 ans et plus","2003-2005",20.5355950300369,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","Moins de 30 ans","2017-2019",19.5608026425525,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","30-49 ans","2017-2019",55.8194827327239,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z80","50 ans et plus","2017-2019",24.6197146247237,"Infirmiers","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","Moins de 30 ans","1982-1984",40.4794910694903,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","30-49 ans","1982-1984",51.8429244908351,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","50 ans et plus","1982-1984",7.67758443967463,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","Moins de 30 ans","2017-2019",19.7445326383476,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","30-49 ans","2017-2019",55.6289323456637,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"V1Z","50 ans et plus","2017-2019",24.6265350159887,"Infirmiers, sages-femmes","V","Santé, action sociale, culturelle et sportive","V1Z","Infirmiers, sages-femmes"
"M","Moins de 30 ans","1982-1984",43.1678159969615,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","30-49 ans","1982-1984",51.6600823911881,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","50 ans et plus","1982-1984",5.17210161185035,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","Moins de 30 ans","2017-2019",24.0246776331101,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","30-49 ans","2017-2019",57.1501780813325,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M","50 ans et plus","2017-2019",18.8251442855574,"Informatique et télécommunications","M","Informatique et télécommunications",NA,NA
"M2Z","Moins de 30 ans","1982-1984",26.6294513910888,"Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","30-49 ans","1982-1984",68.1851788010361,"Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","50 ans et plus","1982-1984",5.18536980787507,"Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","Moins de 30 ans","2017-2019",20.7794159354704,"Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","30-49 ans","2017-2019",58.9349933978322,"Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z","50 ans et plus","2017-2019",20.2855906666974,"Ingénieurs de l'informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"H0Z92","Moins de 30 ans","2003-2005",23.7810021025579,"Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","30-49 ans","2003-2005",58.0237590541936,"Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","50 ans et plus","2003-2005",18.1952388432485,"Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","Moins de 30 ans","2017-2019",19.1324221847219,"Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","30-49 ans","2017-2019",57.8235284125561,"Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z92","50 ans et plus","2017-2019",23.044049402722,"Ingénieurs des méthodes de production, du contrôle qualité","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"B7Z91","Moins de 30 ans","2003-2005",16.1662493220626,"Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","30-49 ans","2003-2005",56.0179100574941,"Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","50 ans et plus","2003-2005",27.8158406204433,"Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","Moins de 30 ans","2017-2019",21.6132095950947,"Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","30-49 ans","2017-2019",56.5750885493191,"Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"B7Z91","50 ans et plus","2017-2019",21.8117018555863,"Ingénieurs du bâtiment et des travaux publics, chefs de chantier et conducteurs de travaux (cadres)","B","Bâtiment, travaux publics","B7Z","Cadres du bâtiment et des travaux publics"
"M2Z91","Moins de 30 ans","2003-2005",13.8292592692853,"Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","30-49 ans","2003-2005",65.0268145300765,"Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","50 ans et plus","2003-2005",21.1439262006383,"Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","Moins de 30 ans","2017-2019",15.0279433396061,"Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","30-49 ans","2017-2019",56.7733037835522,"Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z91","50 ans et plus","2017-2019",28.1987528768417,"Ingénieurs et cadres d'administration, maintenance en informatique","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"N0Z90","Moins de 30 ans","2003-2005",19.9017008069925,"Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","30-49 ans","2003-2005",57.0118632057727,"Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","50 ans et plus","2003-2005",23.0864359872348,"Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","Moins de 30 ans","2017-2019",19.5647239723205,"Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","30-49 ans","2017-2019",56.5236488179013,"Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"N0Z90","50 ans et plus","2017-2019",23.9116272097782,"Ingénieurs et cadres d'étude, recherche et développement (industrie)","N","Études et recherche","N0Z","Personnels d'études et de recherche"
"M2Z90","Moins de 30 ans","2003-2005",22.8997649601405,"Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","30-49 ans","2003-2005",64.2940361571652,"Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","50 ans et plus","2003-2005",12.8061988826942,"Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","Moins de 30 ans","2017-2019",21.6972161300665,"Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","30-49 ans","2017-2019",59.1239905544975,"Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z90","50 ans et plus","2017-2019",19.1787933154359,"Ingénieurs et cadres d'étude, recherche et développement en informatique, chefs de projets informatiques","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"H0Z90","Moins de 30 ans","2003-2005",11.5290994935452,"Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","30-49 ans","2003-2005",64.4022937512856,"Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","50 ans et plus","2003-2005",24.0686067551692,"Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","Moins de 30 ans","2017-2019",12.9397836426656,"Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","30-49 ans","2017-2019",56.0188199103924,"Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z90","50 ans et plus","2017-2019",31.0413964469419,"Ingénieurs et cadres de fabrication et de la production","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H","Moins de 30 ans","1982-1984",9.04029564466365,"Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","30-49 ans","1982-1984",59.4541530835652,"Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","50 ans et plus","1982-1984",31.5055512717711,"Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","Moins de 30 ans","2017-2019",15.5151271266369,"Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","30-49 ans","2017-2019",56.6917216694516,"Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"H","50 ans et plus","2017-2019",27.7931512039115,"Ingénieurs et cadres de l'industrie","H","Ingénieurs et cadres de l'industrie",NA,NA
"J6Z92","Moins de 30 ans","2003-2005",14.8851352744315,"Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","30-49 ans","2003-2005",55.5813330218047,"Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","50 ans et plus","2003-2005",29.5335317037638,"Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","Moins de 30 ans","2017-2019",13.5454406970722,"Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","30-49 ans","2017-2019",60.1168489575399,"Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"J6Z92","50 ans et plus","2017-2019",26.3377103453879,"Ingénieurs et cadres de la logistique, du planning et de l'ordonnancement","J","Transports, logistique et tourisme","J6Z","Cadres des transports, de la logistique et navigants de l'aviation"
"M2Z92","Moins de 30 ans","2003-2005",9.9300399457079,"Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","30-49 ans","2003-2005",70.666605319666,"Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","50 ans et plus","2003-2005",19.4033547346261,"Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","Moins de 30 ans","2017-2019",13.4983961275215,"Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","30-49 ans","2017-2019",58.1761725988696,"Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"M2Z92","50 ans et plus","2017-2019",28.3254312736089,"Ingénieurs et cadres des télécommunications","M","Informatique et télécommunications","M2Z","Ingénieurs de l'informatique"
"R4Z91","Moins de 30 ans","2003-2005",10.0893644090805,"Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z91","30-49 ans","2003-2005",65.0195964487258,"Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z91","50 ans et plus","2003-2005",24.8910391421937,"Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z91","Moins de 30 ans","2017-2019",7.10244350237901,"Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z91","30-49 ans","2017-2019",60.7652286281345,"Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"R4Z91","50 ans et plus","2017-2019",32.1323278694865,"Ingénieurs et cadres technico-commerciaux","R","Commerce","R4Z","Cadres commerciaux et technico-commerciaux"
"H0Z","Moins de 30 ans","1982-1984",9.04029564466365,"Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","30-49 ans","1982-1984",59.4541530835652,"Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","50 ans et plus","1982-1984",31.5055512717711,"Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","Moins de 30 ans","2017-2019",15.5151271266369,"Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","30-49 ans","2017-2019",56.6917216694516,"Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"H0Z","50 ans et plus","2017-2019",27.7931512039115,"Ingénieurs et cadres techniques de l'industrie","H","Ingénieurs et cadres de l'industrie","H0Z","Ingénieurs et cadres techniques de l'industrie"
"A2Z90","Moins de 30 ans","2003-2005",25.655780554531,"Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","30-49 ans","2003-2005",62.7722152753414,"Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","50 ans et plus","2003-2005",11.5720041701276,"Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","Moins de 30 ans","2017-2019",17.1622121836131,"Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","30-49 ans","2017-2019",54.3540370661865,"Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"A2Z90","50 ans et plus","2017-2019",28.4837507502004,"Ingénieurs, cadres techniques de l'agriculture","A","Agriculture, marine, pêche","A2Z","Techniciens et cadres de l'agriculture"
"R3Z81","Moins de 30 ans","2003-2005",2.22274226168836,"Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","30-49 ans","2003-2005",61.6730883840834,"Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","50 ans et plus","2003-2005",36.1041693542283,"Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","Moins de 30 ans","2017-2019",4.04295214314167,"Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","30-49 ans","2017-2019",46.2592911652502,"Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z81","50 ans et plus","2017-2019",49.6977566916081,"Intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"U0Z81","Moins de 30 ans","2003-2005",9.50841493708663,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81","30-49 ans","2003-2005",64.4963143652826,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81","50 ans et plus","2003-2005",25.9952706976308,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81","Moins de 30 ans","2017-2019",10.3805699639733,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81","30-49 ans","2017-2019",48.0201479845552,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z81","50 ans et plus","2017-2019",41.5992820514714,"Interprètes","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"A1Z41","Moins de 30 ans","2003-2005",29.622048828422,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41","30-49 ans","2003-2005",57.059167319818,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41","50 ans et plus","2003-2005",13.31878385176,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41","Moins de 30 ans","2017-2019",34.6592211970485,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41","30-49 ans","2017-2019",41.7732938659522,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z41","50 ans et plus","2017-2019",23.5674849369992,"Jardiniers salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"U0Z92","Moins de 30 ans","2003-2005",17.4963977428444,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","30-49 ans","2003-2005",58.689223162037,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","50 ans et plus","2003-2005",23.8143790951186,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","Moins de 30 ans","2017-2019",14.6597209899291,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","30-49 ans","2017-2019",50.6004218291308,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"U0Z92","50 ans et plus","2017-2019",34.7398571809401,"Journalistes et cadres de l'édition","U","Communication, information, art et spectacle","U0Z","Professionnels de la communication et de l'information"
"L5Z91","Moins de 30 ans","2003-2005",13.5821376753184,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","30-49 ans","2003-2005",58.9301595847664,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","50 ans et plus","2003-2005",27.4877027399152,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","Moins de 30 ans","2017-2019",16.1758181616894,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","30-49 ans","2017-2019",63.8188830627141,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L5Z91","50 ans et plus","2017-2019",20.0052987755966,"Juristes","L","Gestion, administration des entreprises","L5Z","Cadres des services administratifs, comptables et financiers"
"L1Z60","Moins de 30 ans","2003-2005",26.1231236753091,"L1Z60","L","Gestion, administration des entreprises","L1Z","Employés de la comptabilité"
"L1Z60","30-49 ans","2003-2005",57.5524064311086,"L1Z60","L","Gestion, administration des entreprises","L1Z","Employés de la comptabilité"
"L1Z60","50 ans et plus","2003-2005",16.3244698935823,"L1Z60","L","Gestion, administration des entreprises","L1Z","Employés de la comptabilité"
"L1Z60","Moins de 30 ans","2017-2019",16.6146878690654,"L1Z60","L","Gestion, administration des entreprises","L1Z","Employés de la comptabilité"
"L1Z60","30-49 ans","2017-2019",53.7974871320581,"L1Z60","L","Gestion, administration des entreprises","L1Z","Employés de la comptabilité"
"L1Z60","50 ans et plus","2017-2019",29.5878249988764,"L1Z60","L","Gestion, administration des entreprises","L1Z","Employés de la comptabilité"
"L3Z80","Moins de 30 ans","2003-2005",19.9238187036279,"L3Z80","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z80","30-49 ans","2003-2005",58.2858020124944,"L3Z80","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z80","50 ans et plus","2003-2005",21.7903792838777,"L3Z80","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z80","Moins de 30 ans","2017-2019",10.4660098684271,"L3Z80","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z80","30-49 ans","2017-2019",52.8962242937347,"L3Z80","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"L3Z80","50 ans et plus","2017-2019",36.6377658378382,"L3Z80","L","Gestion, administration des entreprises","L3Z","Secrétaires de direction"
"P3Z91","Moins de 30 ans","2003-2005",15.9782135261712,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z91","30-49 ans","2003-2005",56.768405924173,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z91","50 ans et plus","2003-2005",27.2533805496559,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z91","Moins de 30 ans","2017-2019",12.0665414288921,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z91","30-49 ans","2017-2019",29.5556851612571,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"P3Z91","50 ans et plus","2017-2019",58.3777734098508,"Magistrats","P","Administration publique, professions juridiques, armée et police","P3Z","Professionnels du droit (hors juristes en entreprise)"
"G","Moins de 30 ans","1982-1984",29.9426607557822,"Maintenance","G","Maintenance",NA,NA
"G","30-49 ans","1982-1984",53.6527908827282,"Maintenance","G","Maintenance",NA,NA
"G","50 ans et plus","1982-1984",16.4045483614896,"Maintenance","G","Maintenance",NA,NA
"G","Moins de 30 ans","2017-2019",21.1902331124242,"Maintenance","G","Maintenance",NA,NA
"G","30-49 ans","2017-2019",50.836143202783,"Maintenance","G","Maintenance",NA,NA
"G","50 ans et plus","2017-2019",27.9736236847928,"Maintenance","G","Maintenance",NA,NA
"G0A42","Moins de 30 ans","2003-2005",15.3007442596795,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42","30-49 ans","2003-2005",61.2652724478873,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42","50 ans et plus","2003-2005",23.4339832924332,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42","Moins de 30 ans","2017-2019",8.39317594802358,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42","30-49 ans","2017-2019",52.9526617054302,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A42","50 ans et plus","2017-2019",38.6541623465463,"Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"A1Z00","Moins de 30 ans","2003-2005",7.94997551813769,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","30-49 ans","2003-2005",51.539986918315,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","50 ans et plus","2003-2005",40.5100375635473,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","Moins de 30 ans","2017-2019",4.42018847630458,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","30-49 ans","2017-2019",37.1736401113097,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","50 ans et plus","2017-2019",58.4061714123857,"Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
