"Fap","annee","Pourcentage","Temps_travail","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"G0A42","2017-2019",8.93,"Temps partiel","Mainteniciens en biens électrodomestiques","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"A1Z00","2017-2019",2.86,"dont sous-emploi","Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","2017-2019",80.96,"Temps complet travaillant plus de 40h par semaine","Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z00","2017-2019",12.21,"Temps partiel","Maraîchers, horticulteurs indépendants","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","2017-2019",10.48,"dont sous-emploi","Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","2017-2019",11.67,"Temps complet travaillant plus de 40h par semaine","Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z40","2017-2019",23.58,"Temps partiel","Maraîchers, horticulteurs salariés","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","2017-2019",6.73,"dont sous-emploi","Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","2017-2019",32.89,"Temps complet travaillant plus de 40h par semaine","Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A1Z","2017-2019",16.09,"Temps partiel","Maraîchers, jardiniers, viticulteurs","A","Agriculture, marine, pêche","A1Z","Maraîchers, jardiniers, viticulteurs"
"A3Z41","2017-2019",0.89,"dont sous-emploi","Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41","2017-2019",67.07,"Temps complet travaillant plus de 40h par semaine","Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z41","2017-2019",2.99,"Temps partiel","Marins salariés","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","2017-2019",6.71,"dont sous-emploi","Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","2017-2019",74.51,"Temps complet travaillant plus de 40h par semaine","Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z","2017-2019",9.62,"Temps partiel","Marins, pêcheurs, aquaculteurs","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","2017-2019",10.02,"dont sous-emploi","Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","2017-2019",92.49,"Temps complet travaillant plus de 40h par semaine","Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"A3Z00","2017-2019",14.56,"Temps partiel","Marins, pêcheurs, aquaculteurs indépendants","A","Agriculture, marine, pêche","A3Z","Marins, pêcheurs, aquaculteurs"
"F","2017-2019",2.74,"dont sous-emploi","Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F","2017-2019",28.54,"Temps complet travaillant plus de 40h par semaine","Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"F","2017-2019",8.5,"Temps partiel","Matériaux souples, bois, industries graphiques","F","Matériaux souples, bois, industries graphiques",NA,NA
"B2Z40","2017-2019",3.03,"dont sous-emploi","Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40","2017-2019",37.14,"Temps complet travaillant plus de 40h par semaine","Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"B2Z40","2017-2019",4.02,"Temps partiel","Maçons","B","Bâtiment, travaux publics","B2Z","Ouvriers qualifiés du gros œuvre du bâtiment"
"S2Z80","2017-2019",4.71,"dont sous-emploi","Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80","2017-2019",47.61,"Temps complet travaillant plus de 40h par semaine","Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z80","2017-2019",11.47,"Temps partiel","Maîtres d'hôtel","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","2017-2019",3.63,"dont sous-emploi","Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","2017-2019",27.87,"Temps complet travaillant plus de 40h par semaine","Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"S2Z81","2017-2019",13.26,"Temps partiel","Maîtrise de l'hôtellerie","S","Hôtellerie, restauration, alimentation","S2Z","Employés et agents de maîtrise de l'hôtellerie et de la restauration"
"R3Z80","2017-2019",4.49,"dont sous-emploi","Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80","2017-2019",59.43,"Temps complet travaillant plus de 40h par semaine","Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z80","2017-2019",13.37,"Temps partiel","Maîtrise des magasins","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","2017-2019",3.62,"dont sous-emploi","Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","2017-2019",55.92,"Temps complet travaillant plus de 40h par semaine","Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"R3Z","2017-2019",11.68,"Temps partiel","Maîtrise des magasins et intermédiaires du commerce","R","Commerce","R3Z","Maîtrise des magasins et intermédiaires du commerce"
"B4Z42","2017-2019",3.21,"dont sous-emploi","Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42","2017-2019",55.12,"Temps complet travaillant plus de 40h par semaine","Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"B4Z42","2017-2019",5.22,"Temps partiel","Menuisiers et ouvriers de l'agencement et de l'isolation","B","Bâtiment, travaux publics","B4Z","Ouvriers qualifiés du second œuvre du bâtiment"
"D4Z40","2017-2019",0.86,"dont sous-emploi","Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40","2017-2019",20.89,"Temps complet travaillant plus de 40h par semaine","Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z40","2017-2019",2.84,"Temps partiel","Monteurs, ajusteurs et autres ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"G0B41","2017-2019",2.33,"dont sous-emploi","Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41","2017-2019",43.01,"Temps complet travaillant plus de 40h par semaine","Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"G0B41","2017-2019",5.95,"Temps partiel","Mécaniciens et électroniciens de véhicules","G","Maintenance","G0B","Ouvriers qualifiés de la réparation automobile"
"D","2017-2019",1.11,"dont sous-emploi","Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D","2017-2019",25.31,"Temps complet travaillant plus de 40h par semaine","Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"D","2017-2019",3.89,"Temps partiel","Mécanique, travail des métaux","D","Mécanique, travail des métaux",NA,NA
"V2Z90","2017-2019",1.2,"dont sous-emploi","Médecins","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z90","2017-2019",85.89,"Temps complet travaillant plus de 40h par semaine","Médecins","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z90","2017-2019",23.68,"Temps partiel","Médecins","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z","2017-2019",2.28,"dont sous-emploi","Médecins et assimilés","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z","2017-2019",79.11,"Temps complet travaillant plus de 40h par semaine","Médecins et assimilés","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"V2Z","2017-2019",23.09,"Temps partiel","Médecins et assimilés","V","Santé, action sociale, culturelle et sportive","V2Z","Médecins et assimilés"
"ZZZ","2017-2019",6.03,"dont sous-emploi","Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZ","2017-2019",45.46,"Temps complet travaillant plus de 40h par semaine","Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZ","2017-2019",20.05,"Temps partiel","Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"Z","2017-2019",6.03,"dont sous-emploi","Non renseigné ou autre","Z","Non renseigné ou autre",NA,NA
"Z","2017-2019",45.46,"Temps complet travaillant plus de 40h par semaine","Non renseigné ou autre","Z","Non renseigné ou autre",NA,NA
"Z","2017-2019",20.05,"Temps partiel","Non renseigné ou autre","Z","Non renseigné ou autre",NA,NA
"ZZZZZ","2017-2019",6.03,"dont sous-emploi","Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZZZ","2017-2019",45.46,"Temps complet travaillant plus de 40h par semaine","Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"ZZZZZ","2017-2019",20.05,"Temps partiel","Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"T4Z62","2017-2019",6.48,"dont sous-emploi","Ouvriers de l'assainissement et du traitement des déchets","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z62","2017-2019",6.3,"Temps complet travaillant plus de 40h par semaine","Ouvriers de l'assainissement et du traitement des déchets","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z62","2017-2019",10.4,"Temps partiel","Ouvriers de l'assainissement et du traitement des déchets","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"F4Z","2017-2019",1.91,"dont sous-emploi","Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","2017-2019",28.99,"Temps complet travaillant plus de 40h par semaine","Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","2017-2019",5.4,"Temps partiel","Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"J0Z20","2017-2019",5.51,"dont sous-emploi","Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","2017-2019",12.14,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","2017-2019",13.46,"Temps partiel","Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"F4Z20","2017-2019",2.49,"dont sous-emploi","Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","2017-2019",11.17,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","2017-2019",3.34,"Temps partiel","Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"C0Z","2017-2019",1.29,"dont sous-emploi","Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","2017-2019",11.04,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","2017-2019",3.46,"Temps partiel","Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z20","2017-2019",1.29,"dont sous-emploi","Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z20","2017-2019",11.04,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z20","2017-2019",3.46,"Temps partiel","Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"J0Z","2017-2019",5.51,"dont sous-emploi","Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z","2017-2019",12.14,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z","2017-2019",13.46,"Temps partiel","Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"D3Z","2017-2019",1.62,"dont sous-emploi","Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z","2017-2019",16.8,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z","2017-2019",4.54,"Temps partiel","Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"E0Z21","2017-2019",5.21,"dont sous-emploi","Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z21","2017-2019",15.62,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z21","2017-2019",11.88,"Temps partiel","Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","2017-2019",0.97,"dont sous-emploi","Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","2017-2019",20.47,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","2017-2019",3.51,"Temps partiel","Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","2017-2019",3.37,"dont sous-emploi","Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","2017-2019",19.37,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","2017-2019",8.21,"Temps partiel","Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"B0Z20","2017-2019",5.44,"dont sous-emploi","Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z20","2017-2019",19.01,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z20","2017-2019",8.5,"Temps partiel","Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"K0Z20","2017-2019",9.61,"dont sous-emploi","Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z20","2017-2019",3.76,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z20","2017-2019",23.81,"Temps partiel","Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"B0Z21","2017-2019",4,"dont sous-emploi","Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z21","2017-2019",18.58,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z21","2017-2019",5.85,"Temps partiel","Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","2017-2019",4.74,"dont sous-emploi","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","2017-2019",18.8,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","2017-2019",7.22,"Temps partiel","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"E0Z23","2017-2019",1.29,"dont sous-emploi","Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z23","2017-2019",16.25,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z23","2017-2019",1.75,"Temps partiel","Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"B3Z","2017-2019",5.75,"dont sous-emploi","Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z","2017-2019",13.03,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z","2017-2019",12.52,"Temps partiel","Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","2017-2019",5.75,"dont sous-emploi","Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","2017-2019",13.03,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","2017-2019",12.52,"Temps partiel","Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"F0Z","2017-2019",4.26,"dont sous-emploi","Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z","2017-2019",15.15,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z","2017-2019",7.95,"Temps partiel","Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z20","2017-2019",4.26,"dont sous-emploi","Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z20","2017-2019",15.15,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z20","2017-2019",7.95,"Temps partiel","Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F2Z","2017-2019",1.96,"dont sous-emploi","Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z","2017-2019",19.03,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z","2017-2019",4.06,"Temps partiel","Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z20","2017-2019",1.96,"dont sous-emploi","Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z20","2017-2019",19.03,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z20","2017-2019",4.06,"Temps partiel","Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"E0Z22","2017-2019",1.54,"dont sous-emploi","Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z22","2017-2019",39.2,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z22","2017-2019",6.8,"Temps partiel","Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"D3Z20","2017-2019",1.62,"dont sous-emploi","Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z20","2017-2019",16.8,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z20","2017-2019",4.54,"Temps partiel","Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D0Z","2017-2019",0.9,"dont sous-emploi","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z","2017-2019",21.61,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z","2017-2019",1.91,"Temps partiel","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z20","2017-2019",0.9,"dont sous-emploi","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z20","2017-2019",21.61,"Temps complet travaillant plus de 40h par semaine","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z20","2017-2019",1.91,"Temps partiel","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"F4Z41","2017-2019",1.82,"dont sous-emploi","Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z41","2017-2019",31.85,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z41","2017-2019",5.72,"Temps partiel","Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"C1Z","2017-2019",0.51,"dont sous-emploi","Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z","2017-2019",13.79,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z","2017-2019",3.69,"Temps partiel","Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z40","2017-2019",0.51,"dont sous-emploi","Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z40","2017-2019",13.79,"Temps complet travaillant plus de 40h par semaine","Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z40","2017-2019",3.69,"Temps partiel","Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"G0A","2017-2019",2.61,"dont sous-emploi","Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
