"Fap","Secteur","Label_secteur","Milliers","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"ZZZZZ","AU","Autres secteurs",16.90764,16.1154357956156,"Non renseigné ou autre","Z","Non renseigné ou autre","ZZZ","Non renseigné ou autre"
"T4Z62","EZ","Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",40.27671,67.4997511288027,"Ouvriers de l'assainissement et du traitement des déchets","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z62","OZ","Administration publique",10.99841,18.4322388251805,"Ouvriers de l'assainissement et du traitement des déchets","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z62","NZ","Activités de services administratifs et de soutien",2.84372,4.76579125454881,"Ouvriers de l'assainissement et du traitement des déchets","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z62","AU","Autres secteurs",5.55058,9.30221879146806,"Ouvriers de l'assainissement et du traitement des déchets","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"F4Z","CC","Travail du bois, industries du papier et imprimerie",35.2372,70.8445058675533,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","JA","Edition, audiovisuel et diffusion",4.99878,10.0500635419559,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","CG","Fabrication de produits en caoutchouc et en plastique",1.81529,3.64964648315731,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z","AU","Autres secteurs",7.68752,15.4557841073335,"Ouvriers des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"J0Z20","GZ","Commerce ; réparation d'automobiles et de motocycles",104.18782,27.7368569897504,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","HZ","Transports et entreposage",92.30312,24.5729149448349,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","CA","Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",28.20988,7.51002763334542,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z20","AU","Autres secteurs",150.92869,40.1802004320693,"Ouvriers non qualifiés de l'emballage et manutentionnaires","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"F4Z20","CC","Travail du bois, industries du papier et imprimerie",5.19932,77.1224805833595,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","GZ","Commerce ; réparation d'automobiles et de motocycles",0.43423,6.44101435259076,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","FZ","Construction",0.30964,4.59294771005275,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z20","AU","Autres secteurs",0.79845,11.8435573539969,"Ouvriers non qualifiés de l'imprimerie, de la presse et de l'édition","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"C0Z","CJ","Fabrication d'équipements électriques",9.9216,34.713885799237,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","CI","Fabrication de produits informatiques, électroniques et optiques",6.99027,24.4576917519183,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","FZ","Construction",2.98905,10.4581458986665,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z","AU","Autres secteurs",8.68015,30.3702765501781,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z20","CJ","Fabrication d'équipements électriques",9.9216,34.713885799237,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z20","CI","Fabrication de produits informatiques, électroniques et optiques",6.99027,24.4576917519183,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z20","FZ","Construction",2.98905,10.4581458986665,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"C0Z20","AU","Autres secteurs",8.68015,30.3702765501781,"Ouvriers non qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C0Z","Ouvriers non qualifiés de l'électricité et de l'électronique"
"J0Z","GZ","Commerce ; réparation d'automobiles et de motocycles",104.18782,27.7368569897504,"Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z","HZ","Transports et entreposage",92.30312,24.5729149448349,"Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z","CA","Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",28.20988,7.51002763334542,"Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"J0Z","AU","Autres secteurs",150.92869,40.1802004320693,"Ouvriers non qualifiés de la manutention","J","Transports, logistique et tourisme","J0Z","Ouvriers non qualifiés de la manutention"
"D3Z","GZ","Commerce ; réparation d'automobiles et de motocycles",41.36193,25.5110483096018,"Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z","CL","Fabrication de matériels de transport",30.61496,18.8825744726256,"Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z","CH","Métallurgie et fabrication de produits métalliques",23.77848,14.6659972590472,"Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z","AU","Autres secteurs",66.37803,40.9403799587253,"Ouvriers non qualifiés de la mécanique","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"E0Z21","CA","Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",86.36492,88.196757840675,"Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z21","IZ","Hébergement et restauration",4.34665,4.43884435333432,"Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z21","GZ","Commerce ; réparation d'automobiles et de motocycles",3.76366,3.84348887968211,"Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z21","AU","Autres secteurs",3.44778,3.52090892630854,"Ouvriers non qualifiés des industries agro-alimentaires","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","CG","Fabrication de produits en caoutchouc et en plastique",26.49683,58.2071971595004,"Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","CE","Industrie chimique",10.4523,22.9612027880409,"Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","CF","Industrie pharmaceutique",3.87164,8.50506693859636,"Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z20","AU","Autres secteurs",4.7008,10.3265331138623,"Ouvriers non qualifiés des industries chimiques et plastiques","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","CA","Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",86.59057,45.3937281053635,"Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","CG","Fabrication de produits en caoutchouc et en plastique",36.98966,19.3912405097904,"Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","CE","Industrie chimique",11.03686,5.78589818703078,"Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z","AU","Autres secteurs",56.13739,29.4291331978153,"Ouvriers non qualifiés des industries de process","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"B0Z20","FZ","Construction",42.87622,46.2217104230522,"Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z20","OZ","Administration publique",28.02278,30.2093053540843,"Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z20","CG","Fabrication de produits en caoutchouc et en plastique",3.11911,3.36248389428094,"Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z20","AU","Autres secteurs",18.74397,20.2065003285825,"Ouvriers non qualifiés des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"K0Z20","QB","Hébergement médico-social et social et action sociale sans hébergement",19.25384,43.4020120541107,"Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z20","SZ","Autres activités de services",8.53554,19.2408168951411,"Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z20","GZ","Commerce ; réparation d'automobiles et de motocycles",5.9487,13.4095613709415,"Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"K0Z20","AU","Autres secteurs",10.62355,23.9476096798066,"Ouvriers non qualifiés divers de type artisanal","K","Artisanat","K0Z","Artisans et ouvriers artisanaux"
"B0Z21","FZ","Construction",75.16567,86.3024585734095,"Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z21","ZZ","Autres secteurs",6.06546,6.96413815480754,"Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z21","AU","Autres secteurs",5.8645,6.73340327178298,"Ouvriers non qualifiés du gros œuvre du bâtiment","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","FZ","Construction",118.04189,65.6307088531262,"Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","OZ","Administration publique",28.41269,15.7973155557246,"Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","ZZ","Autres secteurs",8.36783,4.65247222373731,"Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"B0Z","AU","Autres secteurs",25.0353,13.9195033674119,"Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction","B","Bâtiment, travaux publics","B0Z","Ouvriers non qualifiés du gros œuvre du bâtiment, des travaux publics, du béton et de l'extraction"
"E0Z23","CC","Travail du bois, industries du papier et imprimerie",2.40872,82.8456257652675,"Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z23","QB","Hébergement médico-social et social et action sociale sans hébergement",0.44814,15.4133476412563,"Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z23","AU","Autres secteurs",0.05062,1.74102659347614,"Ouvriers non qualifiés du papier-carton et du bois","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"B3Z","FZ","Construction",54.34814,45.5695606046848,"Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z","OZ","Administration publique",28.34061,23.7628950129431,"Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z","ZZ","Autres secteurs",5.16498,4.33070697786501,"Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z","AU","Autres secteurs",31.4104,26.3368374045071,"Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","FZ","Construction",54.34814,45.5695606046848,"Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","OZ","Administration publique",28.34061,23.7628950129431,"Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","ZZ","Autres secteurs",5.16498,4.33070697786501,"Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"B3Z20","AU","Autres secteurs",31.4104,26.3368374045071,"Ouvriers non qualifiés du second œuvre du bâtiment","B","Bâtiment, travaux publics","B3Z","Ouvriers non qualifiés du second œuvre du bâtiment"
"F0Z","CB","Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure",12.56343,71.9501823748417,"Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z","CA","Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",1.2287,7.03670805536132,"Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z","GZ","Commerce ; réparation d'automobiles et de motocycles",0.94444,5.40876418638027,"Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z","AU","Autres secteurs",2.72472,15.6043453834167,"Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z20","CB","Fabrication de textiles, industries de l'habillement, industrie du cuir et de la chaussure",12.56343,71.9501823748417,"Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z20","CA","Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",1.2287,7.03670805536132,"Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z20","GZ","Commerce ; réparation d'automobiles et de motocycles",0.94444,5.40876418638027,"Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F0Z20","AU","Autres secteurs",2.72472,15.6043453834167,"Ouvriers non qualifiés du textile et du cuir","F","Matériaux souples, bois, industries graphiques","F0Z","Ouvriers non qualifiés du textile et du cuir"
"F2Z","CC","Travail du bois, industries du papier et imprimerie",9.97382,37.5987200974704,"Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z","FZ","Construction",7.24563,27.3141498743545,"Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z","CM","Autres industries manufacturières ; réparation et installation de machines et d'équipements",5.50809,20.7640737632799,"Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z","AU","Autres secteurs",3.79948,14.3230562648952,"Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z20","CC","Travail du bois, industries du papier et imprimerie",9.97382,37.5987200974704,"Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z20","FZ","Construction",7.24563,27.3141498743545,"Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z20","CM","Autres industries manufacturières ; réparation et installation de machines et d'équipements",5.50809,20.7640737632799,"Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"F2Z20","AU","Autres secteurs",3.79948,14.3230562648952,"Ouvriers non qualifiés du travail du bois et de l'ameublement","F","Matériaux souples, bois, industries graphiques","F2Z","Ouvriers non qualifiés du travail du bois et de l'ameublement"
"E0Z22","CG","Fabrication de produits en caoutchouc et en plastique",10.35174,44.6465685929896,"Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z22","CH","Métallurgie et fabrication de produits métalliques",9.71218,41.8881763411235,"Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"E0Z22","AU","Autres secteurs",3.12205,13.4652550658868,"Ouvriers non qualifiés en métallurgie, verre, céramique et matériaux de construction","E","Industries de process","E0Z","Ouvriers non qualifiés des industries de process"
"D3Z20","GZ","Commerce ; réparation d'automobiles et de motocycles",41.36193,25.5110483096018,"Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z20","CL","Fabrication de matériels de transport",30.61496,18.8825744726256,"Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z20","CH","Métallurgie et fabrication de produits métalliques",23.77848,14.6659972590472,"Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D3Z20","AU","Autres secteurs",66.37803,40.9403799587253,"Ouvriers non qualifiés métallerie, serrurerie, montage","D","Mécanique, travail des métaux","D3Z","Ouvriers non qualifiés de la mécanique"
"D0Z","CH","Métallurgie et fabrication de produits métalliques",19.84001,45.9815740059618,"Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z","CL","Fabrication de matériels de transport",7.23185,16.7606692725969,"Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z","CK","Fabrication de machines et équipements n.c.a.",3.75768,8.70886864526392,"Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z","AU","Autres secteurs",12.3182,28.5488880761773,"Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z20","CH","Métallurgie et fabrication de produits métalliques",19.84001,45.9815740059618,"Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z20","CL","Fabrication de matériels de transport",7.23185,16.7606692725969,"Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z20","CK","Fabrication de machines et équipements n.c.a.",3.75768,8.70886864526392,"Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"D0Z20","AU","Autres secteurs",12.3182,28.5488880761773,"Ouvriers non qualifiés travaillant par enlèvement ou formage de métal","D","Mécanique, travail des métaux","D0Z","Ouvriers non qualifiés travaillant par enlèvement ou formage de métal"
"F4Z41","CC","Travail du bois, industries du papier et imprimerie",30.03788,69.8601489028578,"Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z41","JA","Edition, audiovisuel et diffusion",4.79238,11.1458059090414,"Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z41","CG","Fabrication de produits en caoutchouc et en plastique",1.81529,4.22188349183993,"Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"F4Z41","AU","Autres secteurs",6.35161,14.7721616962609,"Ouvriers qualifiés de l'impression et du façonnage des industries graphiques","F","Matériaux souples, bois, industries graphiques","F4Z","Ouvriers des industries graphiques"
"C1Z","CJ","Fabrication d'équipements électriques",14.76685,30.6527586517548,"Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z","CI","Fabrication de produits informatiques, électroniques et optiques",9.23078,19.1610852353376,"Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z","CL","Fabrication de matériels de transport",4.41531,9.16522019270728,"Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z","AU","Autres secteurs",19.76168,41.0209359202003,"Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z40","CJ","Fabrication d'équipements électriques",14.76685,30.6527586517548,"Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z40","CI","Fabrication de produits informatiques, électroniques et optiques",9.23078,19.1610852353376,"Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z40","CL","Fabrication de matériels de transport",4.41531,9.16522019270728,"Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"C1Z40","AU","Autres secteurs",19.76168,41.0209359202003,"Ouvriers qualifiés de l'électricité et de l'électronique","C","Électricité, électronique","C1Z","Ouvriers qualifiés de l'électricité et de l'électronique"
"G0A","OZ","Administration publique",32.42562,15.8938350352932,"Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A","HZ","Transports et entreposage",22.04981,10.807998203259,"Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A","FZ","Construction",16.2327,7.95666685717664,"Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A","AU","Autres secteurs",133.30569,65.3414999042712,"Ouvriers qualifiés de la maintenance","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","HZ","Transports et entreposage",19.35435,21.4438897985259,"Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","CH","Métallurgie et fabrication de produits métalliques",9.05378,10.0312467522856,"Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","CL","Fabrication de matériels de transport",6.6823,7.40373635904537,"Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A40","AU","Autres secteurs",55.16535,61.1211270901431,"Ouvriers qualifiés de la maintenance en mécanique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","FZ","Construction",5.93686,17.7279500249338,"Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","CM","Autres industries manufacturières ; réparation et installation de machines et d'équipements",5.50744,16.4456667472909,"Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","CL","Fabrication de matériels de transport",4.68685,13.9953178236241,"Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"G0A41","AU","Autres secteurs",17.35755,51.8310654041512,"Ouvriers qualifiés de la maintenance en électricité et en électronique","G","Maintenance","G0A","Ouvriers qualifiés de la maintenance"
"J1Z","GZ","Commerce ; réparation d'automobiles et de motocycles",148.62493,29.9522076404697,"Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z","HZ","Transports et entreposage",87.89932,17.7142467558847,"Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z","CL","Fabrication de matériels de transport",30.02567,6.05103802157701,"Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"J1Z","AU","Autres secteurs",229.65701,46.2825075820686,"Ouvriers qualifiés de la manutention","J","Transports, logistique et tourisme","J1Z","Ouvriers qualifiés de la manutention"
"D4Z","CL","Fabrication de matériels de transport",44.57833,36.5579086911934,"Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z","CH","Métallurgie et fabrication de produits métalliques",22.07391,18.1024274852293,"Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
"D4Z","CK","Fabrication de machines et équipements n.c.a.",19.73623,16.1853370067562,"Ouvriers qualifiés de la mécanique","D","Mécanique, travail des métaux","D4Z","Ouvriers qualifiés de la mécanique"
